test_set,     500,     0.0005645980000000012
test_set,     1000,     0.002094213400000003
test_set,     1500,     0.002491361899999997
test_set,     2000,     0.002734560799999994
test_set,     2500,     0.0028055475999999996
test_set,     3000,     0.0038151815999999924
test_set,     3500,     0.0041002826
test_set,     4000,     0.004806226799999991
test_set,     4500,     0.005686678300000009
test_set,     5000,     0.006643840400000056
test_set,     5500,     0.0070898312000000074
test_set,     6000,     0.008146773000000006
test_set,     6500,     0.00942358089999996
test_set,     7000,     0.010280969799999973
test_set,     7500,     0.009903115299999987
test_set,     8000,     0.011053521600000015
test_set,     8500,     0.010537386800000026
test_set,     9000,     0.012508993100000022
test_set,     9500,     0.012036997100000058
